5.5	0.03936	165	574.2253269
5.53	0.03997	166	574.2253269
5.57	0.0407	167	577.3631703
5.6	0.04148	168	580.5010136
5.63	0.04215	169	583.6388569
5.67	0.04282	170	583.6388569
5.7	0.0436	171	586.7767002
5.73	0.04443	172	589.9145435
5.77	0.0451	173	589.9145435
5.8	0.04574	174	593.0523868
5.83	0.04658	175	596.1902302
5.87	0.04736	176	596.1902302
5.9	0.04808	177	599.3280735
5.93	0.04872	178	599.3280735
5.97	0.0495	179	602.4659168
6	0.05039	180	605.6037601
6.03	0.05117	181	605.6037601
6.07	0.05187	182	608.7416034
6.1	0.05262	183	608.7416034
6.13	0.05353	184	611.8794467
6.17	0.05433	185	611.8794467
6.2	0.05503	186	615.0172901
6.23	0.05578	187	615.0172901
6.27	0.05664	188	618.1551334
6.3	0.05756	189	618.1551334
6.33	0.05836	190	621.2929767
6.37	0.05903	191	621.2929767
6.4	0.05997	192	624.43082
6.43	0.06091	193	624.43082
6.47	0.06164	194	624.43082
6.5	0.06239	195	627.5686633
6.53	0.06335	196	627.5686633
6.57	0.06424	197	630.7065066
6.6	0.06499	198	630.7065066
6.63	0.0658	199	630.7065066
6.67	0.06671	200	633.84435
6.7	0.06762	201	633.84435
6.73	0.0684	202	633.84435
6.77	0.06931	203	636.9821933
6.8	0.07028	204	636.9821933
6.83	0.07106	205	636.9821933
6.87	0.07184	206	640.1200366
6.9	0.07283	207	640.1200366
6.93	0.07382	208	640.1200366
6.97	0.07452	209	643.2578799
7	0.07544	210	643.2578799
7.03	0.07648	211	643.2578799
7.07	0.07731	212	643.2578799
7.1	0.07812	213	646.3957232
7.13	0.07919	214	646.3957232
7.17	0.08011	215	646.3957232
7.2	0.08091	216	646.3957232
7.23	0.0819	217	649.5335665
7.27	0.08293	218	649.5335665
7.3	0.08373	219	649.5335665
7.33	0.0847	220	649.5335665
7.37	0.08572	221	652.6714099
7.4	0.08655	222	652.6714099
7.43	0.08746	223	652.6714099
7.47	0.08856	224	652.6714099
7.5	0.0895	225	655.8092532
7.53	0.09031	226	655.8092532
7.57	0.09135	227	655.8092532
7.6	0.09237	228	655.8092532
7.63	0.09321	229	655.8092532
7.67	0.09425	230	655.8092532
7.7	0.09535	231	658.9470965
7.73	0.09621	232	658.9470965
7.77	0.09718	233	658.9470965
7.8	0.09815	234	658.9470965
7.83	0.09927	235	658.9470965
7.87	0.1002	236	658.9470965
7.9	0.101	237	658.9470965
7.93	0.1022	238	662.0849398
7.97	0.1033	239	662.0849398
8	0.1041	240	662.0849398
8.03	0.1051	241	662.0849398
8.07	0.1062	242	662.0849398
8.1	0.1072	243	662.0849398
8.13	0.1081	244	662.0849398
8.17	0.1091	245	662.0849398
8.2	0.1103	246	665.2227831
8.23	0.1112	247	665.2227831
8.27	0.1122	248	665.2227831
8.3	0.1133	249	665.2227831
8.33	0.1145	250	665.2227831
8.37	0.1153	251	665.2227831
8.4	0.1163	252	665.2227831
8.43	0.1175	253	665.2227831
8.47	0.1185	254	665.2227831
8.5	0.1195	255	665.2227831
8.53	0.1206	256	665.2227831
8.57	0.1217	257	668.3606264
8.6	0.1227	258	668.3606264
8.63	0.1238	259	668.3606264
8.67	0.1249	260	668.3606264
8.7	0.1259	261	668.3606264
8.73	0.127	262	668.3606264
8.77	0.1281	263	668.3606264
8.8	0.1291	264	668.3606264
8.83	0.1303	265	668.3606264
8.87	0.1314	266	668.3606264
8.9	0.1323	267	668.3606264
8.93	0.1335	268	668.3606264
8.97	0.1347	269	668.3606264
9	0.1357	270	668.3606264
9.03	0.1369	271	668.3606264
9.07	0.138	272	668.3606264
9.1	0.1391	273	668.3606264
9.13	0.1401	274	668.3606264
9.17	0.1414	275	668.3606264
9.2	0.1424	276	668.3606264
9.23	0.1435	277	668.3606264
9.27	0.1446	278	668.3606264
9.3	0.1459	279	668.3606264
9.33	0.1468	280	668.3606264
9.37	0.148	281	668.3606264
9.4	0.1492	282	668.3606264
9.43	0.1502	283	668.3606264
9.47	0.1514	284	668.3606264
9.5	0.1526	285	668.3606264
9.53	0.1537	286	668.3606264
9.57	0.1549	287	668.3606264
9.6	0.1561	288	668.3606264
9.63	0.1572	289	668.3606264
9.67	0.1583	290	668.3606264
9.7	0.1597	291	668.3606264
9.73	0.1607	292	668.3606264
9.77	0.1619	293	668.3606264
9.8	0.1631	294	668.3606264
9.83	0.1644	295	668.3606264
9.87	0.1655	296	668.3606264
9.9	0.1667	297	668.3606264
9.93	0.1679	298	668.3606264
9.97	0.1692	299	668.3606264
10	0.1703	300	668.3606264
10.03	0.1716	301	668.3606264
10.07	0.1729	302	668.3606264
10.1	0.174	303	668.3606264
10.13	0.1752	304	668.3606264
10.17	0.1766	305	668.3606264
10.2	0.1777	306	668.3606264
10.23	0.1788	307	668.3606264
10.27	0.1803	308	665.2227831
10.3	0.1815	309	665.2227831
10.33	0.1827	310	665.2227831
10.37	0.184	311	665.2227831
10.4	0.1853	312	665.2227831
10.43	0.1865	313	665.2227831
10.47	0.1878	314	665.2227831
10.5	0.189	315	665.2227831
